"country_name","genres","n"
"Paraguay","Thriller",72
"Paraguay","War",2
"Peru","Action",160
"Peru","Adult",2
"Peru","Adventure",119
"Peru","Animation",68
"Peru","Biography",5
"Peru","Comedy",191
"Peru","Crime",112
"Peru","Documentary",14
"Peru","Drama",307
"Peru","Family",11
"Peru","Fantasy",27
"Peru","History",2
"Peru","Horror",24
"Peru","Music",21
"Peru","Musical",1
"Peru","Mystery",45
"Peru","Reality-TV",3
"Peru","Romance",107
"Peru","Sci-Fi",21
"Peru","Short",1
"Peru","Sport",6
"Peru","Thriller",63
"Peru","War",2
"Philippines","Action",197
"Philippines","Adult",2
"Philippines","Adventure",94
"Philippines","Animation",35
"Philippines","Biography",14
"Philippines","Comedy",172
"Philippines","Crime",129
"Philippines","Documentary",24
"Philippines","Drama",325
"Philippines","Family",31
"Philippines","Fantasy",38
"Philippines","History",6
"Philippines","Horror",34
"Philippines","Music",3
"Philippines","Musical",2
"Philippines","Mystery",62
"Philippines","Reality-TV",1
"Philippines","Romance",109
"Philippines","Sci-Fi",45
"Philippines","Short",1
"Philippines","Sport",3
"Philippines","Thriller",65
"Philippines","War",3
"Poland","Action",154
"Poland","Adult",2
"Poland","Adventure",169
"Poland","Animation",106
"Poland","Biography",12
"Poland","Comedy",211
"Poland","Crime",146
"Poland","Documentary",26
"Poland","Drama",317
"Poland","Family",18
"Poland","Fantasy",39
"Poland","Game-Show",6
"Poland","History",3
"Poland","Horror",30
"Poland","Music",4
"Poland","Mystery",51
"Poland","Reality-TV",8
"Poland","Romance",83
"Poland","Sci-Fi",22
"Poland","Short",3
"Poland","Sport",11
"Poland","Thriller",67
"Poland","War",3
"Portugal","Action",161
"Portugal","Adult",3
"Portugal","Adventure",123
"Portugal","Animation",37
"Portugal","Biography",9
"Portugal","Comedy",188
"Portugal","Crime",113
"Portugal","Documentary",27
"Portugal","Drama",341
"Portugal","Family",40
"Portugal","Fantasy",28
"Portugal","Game-Show",12
"Portugal","History",3
"Portugal","Horror",17
"Portugal","Music",41
"Portugal","Musical",22
"Portugal","Mystery",37
"Portugal","Reality-TV",17
"Portugal","Romance",103
"Portugal","Sci-Fi",19
"Portugal","Short",3
"Portugal","Sport",12
"Portugal","Thriller",58
"Portugal","War",5
"Qatar","Action",206
"Qatar","Adult",2
"Qatar","Adventure",112
"Qatar","Animation",33
"Qatar","Biography",21
"Qatar","Comedy",151
"Qatar","Crime",134
"Qatar","Documentary",27
"Qatar","Drama",354
"Qatar","Family",15
"Qatar","Fantasy",44
"Qatar","Game-Show",13
"Qatar","History",6
"Qatar","Horror",23
"Qatar","Music",2
"Qatar","Musical",1
"Qatar","Mystery",50
"Qatar","Reality-TV",18
"Qatar","Romance",109
"Qatar","Sci-Fi",22
"Qatar","Short",3
"Qatar","Sport",9
"Qatar","Thriller",67
"Qatar","War",3
"Romania","Action",173
"Romania","Adult",3
"Romania","Adventure",101
"Romania","Animation",28
"Romania","Biography",15
"Romania","Comedy",157
"Romania","Crime",149
"Romania","Documentary",32
"Romania","Drama",366
"Romania","Family",21
"Romania","Fantasy",43
"Romania","Game-Show",11
"Romania","History",6
"Romania","Horror",21
"Romania","Music",7
"Romania","Musical",1
"Romania","Mystery",69
"Romania","Reality-TV",16
"Romania","Romance",110
"Romania","Sci-Fi",17
"Romania","Short",3
"Romania","Sport",10
"Romania","Thriller",73
"Romania","War",4
"Russia","Action",262
"Russia","Adult",3
"Russia","Adventure",122
"Russia","Animation",61
"Russia","Biography",13
"Russia","Comedy",174
"Russia","Crime",212
"Russia","Documentary",29
"Russia","Drama",354
"Russia","Family",24
"Russia","Fantasy",34
"Russia","History",2
"Russia","Horror",29
"Russia","Music",6
"Russia","Musical",2
"Russia","Mystery",49
"Russia","Romance",55
"Russia","Sci-Fi",22
"Russia","Short",4
"Russia","Sport",8
"Russia","Thriller",65
"Russia","War",2
"Réunion","Action",205
"Réunion","Adult",2
"Réunion","Adventure",122
"Réunion","Animation",64
"Réunion","Biography",9
"Réunion","Comedy",173
"Réunion","Crime",120
"Réunion","Documentary",22
"Réunion","Drama",338
"Réunion","Family",24
"Réunion","Fantasy",51
"Réunion","Game-Show",4
"Réunion","Horror",36
"Réunion","Music",37
"Réunion","Mystery",47
"Réunion","Reality-TV",7
"Réunion","Romance",86
"Réunion","Sci-Fi",29
"Réunion","Short",4
"Réunion","Sport",8
"Réunion","Thriller",62
"Réunion","War",1
"Saudi Arabia","Action",228
"Saudi Arabia","Adult",3
"Saudi Arabia","Adventure",99
"Saudi Arabia","Animation",44
"Saudi Arabia","Biography",16
"Saudi Arabia","Comedy",153
"Saudi Arabia","Crime",164
"Saudi Arabia","Documentary",18
"Saudi Arabia","Drama",357
"Saudi Arabia","Family",21
"Saudi Arabia","Fantasy",32
"Saudi Arabia","Game-Show",4
"Saudi Arabia","History",1
"Saudi Arabia","Horror",31
"Saudi Arabia","Music",5
"Saudi Arabia","Musical",1
"Saudi Arabia","Mystery",51
"Saudi Arabia","Reality-TV",7
"Saudi Arabia","Romance",75
"Saudi Arabia","Sci-Fi",22
"Saudi Arabia","Short",1
"Saudi Arabia","Sport",6
"Saudi Arabia","Thriller",76
"Saudi Arabia","War",3
"Saudi Arabia","Western",1
"Serbia","Action",200
"Serbia","Adult",3
"Serbia","Adventure",109
"Serbia","Animation",40
"Serbia","Biography",10
"Serbia","Comedy",190
"Serbia","Crime",154
"Serbia","Documentary",32
"Serbia","Drama",332
"Serbia","Family",19
"Serbia","Fantasy",30
"Serbia","Game-Show",10
"Serbia","History",7
"Serbia","Horror",22
"Serbia","Music",10
"Serbia","Musical",1
"Serbia","Mystery",45
"Serbia","Reality-TV",13
"Serbia","Romance",99
"Serbia","Sci-Fi",21
"Serbia","Short",4
"Serbia","Sport",12
"Serbia","Thriller",70
"Serbia","War",3
"Serbia","Western",4
"Singapore","Action",211
"Singapore","Adult",2
"Singapore","Adventure",92
"Singapore","Animation",30
"Singapore","Biography",12
"Singapore","Comedy",159
"Singapore","Crime",133
"Singapore","Documentary",24
"Singapore","Drama",330
"Singapore","Family",13
"Singapore","Fantasy",31
"Singapore","Game-Show",8
"Singapore","History",5
"Singapore","Horror",30
"Singapore","Music",2
"Singapore","Mystery",75
"Singapore","Reality-TV",20
"Singapore","Romance",92
"Singapore","Sci-Fi",45
"Singapore","Short",2
"Singapore","Sport",10
"Singapore","Thriller",70
"Singapore","War",3
"Slovakia","Action",185
"Slovakia","Adult",3
"Slovakia","Adventure",135
"Slovakia","Animation",73
"Slovakia","Biography",24
"Slovakia","Comedy",195
"Slovakia","Crime",137
"Slovakia","Documentary",51
"Slovakia","Drama",314
"Slovakia","Family",26
"Slovakia","Fantasy",36
"Slovakia","Game-Show",17
"Slovakia","History",3
"Slovakia","Horror",24
"Slovakia","Music",11
"Slovakia","Musical",1
"Slovakia","Mystery",44
"Slovakia","Reality-TV",21
"Slovakia","Romance",87
"Slovakia","Sci-Fi",12
"Slovakia","Short",3
"Slovakia","Sport",14
"Slovakia","Thriller",49
"Slovakia","War",3
"Slovenia","Action",179
"Slovenia","Adult",3
"Slovenia","Adventure",115
"Slovenia","Animation",42
"Slovenia","Biography",13
"Slovenia","Comedy",191
"Slovenia","Crime",114
"Slovenia","Documentary",39
"Slovenia","Drama",278
"Slovenia","Family",21
"Slovenia","Fantasy",35
"Slovenia","Game-Show",16
"Slovenia","History",6
"Slovenia","Horror",24
"Slovenia","Music",11
"Slovenia","Mystery",38
"Slovenia","Reality-TV",20
"Slovenia","Romance",87
"Slovenia","Sci-Fi",28
"Slovenia","Short",4
"Slovenia","Sport",13
"Slovenia","Thriller",50
"Slovenia","War",3
"Slovenia","Western",2
"South Africa","Action",179
"South Africa","Adult",2
"South Africa","Adventure",99
"South Africa","Animation",49
"South Africa","Biography",13
"South Africa","Comedy",189
"South Africa","Crime",110
"South Africa","Documentary",31
"South Africa","Drama",338
"South Africa","Family",19
"South Africa","Fantasy",34
"South Africa","Game-Show",15
"South Africa","History",3
"South Africa","Horror",18
"South Africa","Music",4
"South Africa","Mystery",61
"South Africa","Reality-TV",26
"South Africa","Romance",111
"South Africa","Sci-Fi",46
"South Africa","Short",2
"South Africa","Sport",9
"South Africa","Thriller",54
"South Africa","War",3
"South Africa","Western",1
"South Korea","Action",182
"South Korea","Adult",6
"South Korea","Adventure",68
"South Korea","Animation",21
"South Korea","Biography",5
"South Korea","Comedy",158
"South Korea","Crime",83
"South Korea","Documentary",4
"South Korea","Drama",314
"South Korea","Family",10
"South Korea","Fantasy",44
"South Korea","Film-Noir",1
"South Korea","Game-Show",3
"South Korea","History",6
"South Korea","Horror",28
"South Korea","Music",3
"South Korea","Mystery",46
"South Korea","Reality-TV",8
"South Korea","Romance",107
"South Korea","Sci-Fi",27
"South Korea","Sport",7
"South Korea","Talk-Show",2
"South Korea","Thriller",87
"South Korea","War",4
"Spain","Action",165
"Spain","Adult",3
"Spain","Adventure",98
"Spain","Animation",31
"Spain","Biography",10
"Spain","Comedy",167
"Spain","Crime",141
"Spain","Documentary",27
"Spain","Drama",336
"Spain","Family",20
"Spain","Fantasy",35
"Spain","Game-Show",4
"Spain","History",5
"Spain","Horror",30
"Spain","Music",25
"Spain","Mystery",50
"Spain","Reality-TV",10
"Spain","Romance",105
"Spain","Sci-Fi",24
"Spain","Short",5
"Spain","Sport",12
"Spain","Talk-Show",2
"Spain","Thriller",56
"Spain","War",3
"Sri Lanka","Action",182
"Sri Lanka","Adult",2
"Sri Lanka","Adventure",67
"Sri Lanka","Animation",26
"Sri Lanka","Biography",9
"Sri Lanka","Comedy",180
"Sri Lanka","Crime",138
"Sri Lanka","Documentary",27
"Sri Lanka","Drama",368
"Sri Lanka","Family",20
"Sri Lanka","Fantasy",31
"Sri Lanka","Game-Show",7
"Sri Lanka","Horror",20
"Sri Lanka","Music",1
"Sri Lanka","Mystery",78
"Sri Lanka","Reality-TV",8
"Sri Lanka","Romance",111
"Sri Lanka","Sci-Fi",36
"Sri Lanka","Short",6
"Sri Lanka","Sport",4
"Sri Lanka","Thriller",61
"Sri Lanka","War",4
"Sweden","Action",184
"Sweden","Adult",4
"Sweden","Adventure",121
"Sweden","Animation",58
"Sweden","Biography",17
"Sweden","Comedy",158
"Sweden","Crime",143
"Sweden","Documentary",31
"Sweden","Drama",344
"Sweden","Family",17
"Sweden","Fantasy",45
"Sweden","Game-Show",11
"Sweden","History",8
"Sweden","Horror",22
"Sweden","Music",7
"Sweden","Musical",2
"Sweden","Mystery",51
"Sweden","Reality-TV",21
"Sweden","Romance",82
"Sweden","Sci-Fi",24
"Sweden","Short",4
"Sweden","Sport",10
"Sweden","Thriller",56
"Sweden","War",9
"Sweden","Western",1
"Switzerland","Action",184
"Switzerland","Adult",3
"Switzerland","Adventure",121
"Switzerland","Animation",36
"Switzerland","Biography",16
"Switzerland","Comedy",181
"Switzerland","Crime",158
"Switzerland","Documentary",33
"Switzerland","Drama",337
"Switzerland","Family",37
"Switzerland","Fantasy",53
"Switzerland","Game-Show",8
"Switzerland","History",4
"Switzerland","Horror",26
"Switzerland","Music",15
"Switzerland","Mystery",57
"Switzerland","Reality-TV",13
"Switzerland","Romance",106
"Switzerland","Sci-Fi",25
"Switzerland","Short",4
"Switzerland","Sport",14
"Switzerland","Thriller",56
"Switzerland","War",4
"Taiwan","Action",202
"Taiwan","Adult",2
"Taiwan","Adventure",95
"Taiwan","Animation",32
"Taiwan","Biography",16
"Taiwan","Comedy",158
"Taiwan","Crime",116
"Taiwan","Documentary",14
"Taiwan","Drama",365
"Taiwan","Family",13
"Taiwan","Fantasy",35
"Taiwan","Game-Show",1
"Taiwan","History",4
"Taiwan","Horror",24
"Taiwan","Music",5
"Taiwan","Mystery",81
"Taiwan","Reality-TV",1
"Taiwan","Romance",145
"Taiwan","Sci-Fi",46
"Taiwan","Sport",11
"Taiwan","Thriller",64
"Taiwan","War",3
"Thailand","Action",229
"Thailand","Adult",2
"Thailand","Adventure",144
"Thailand","Animation",51
"Thailand","Biography",7
"Thailand","Comedy",208
"Thailand","Crime",118
"Thailand","Documentary",15
"Thailand","Drama",265
"Thailand","Family",13
"Thailand","Fantasy",45
"Thailand","History",14
"Thailand","Horror",35
"Thailand","Music",1
"Thailand","Mystery",60
"Thailand","Romance",132
"Thailand","Sci-Fi",46
"Thailand","Sport",1
"Thailand","Thriller",70
"Thailand","War",3
"Thailand","Western",2
"Trinidad and Tobago","Action",186
"Trinidad and Tobago","Adult",3
"Trinidad and Tobago","Adventure",109
"Trinidad and Tobago","Animation",57
"Trinidad and Tobago","Biography",13
"Trinidad and Tobago","Comedy",162
"Trinidad and Tobago","Crime",133
"Trinidad and Tobago","Documentary",23
"Trinidad and Tobago","Drama",309
"Trinidad and Tobago","Family",19
"Trinidad and Tobago","Fantasy",39
"Trinidad and Tobago","Game-Show",13
"Trinidad and Tobago","Horror",28
"Trinidad and Tobago","Music",4
"Trinidad and Tobago","Mystery",51
"Trinidad and Tobago","Reality-TV",17
"Trinidad and Tobago","Romance",105
"Trinidad and Tobago","Sci-Fi",20
"Trinidad and Tobago","Short",3
"Trinidad and Tobago","Sport",6
"Trinidad and Tobago","Thriller",98
"Trinidad and Tobago","War",3
"Trinidad and Tobago","Western",1
"Turkey","Action",211
"Turkey","Adult",3
"Turkey","Adventure",107
"Turkey","Animation",34
"Turkey","Biography",18
"Turkey","Comedy",151
"Turkey","Crime",154
"Turkey","Documentary",30
"Turkey","Drama",393
"Turkey","Family",20
"Turkey","Fantasy",64
"Turkey","Game-Show",3
"Turkey","History",3
"Turkey","Horror",31
"Turkey","Music",2
"Turkey","Musical",1
"Turkey","Mystery",62
"Turkey","Reality-TV",5
"Turkey","Romance",84
"Turkey","Sci-Fi",28
"Turkey","Short",4
"Turkey","Sport",6
"Turkey","Thriller",64
"Turkey","War",4
"Ukraine","Action",216
"Ukraine","Adult",3
"Ukraine","Adventure",129
"Ukraine","Animation",65
"Ukraine","Biography",14
"Ukraine","Comedy",188
"Ukraine","Crime",173
"Ukraine","Documentary",35
"Ukraine","Drama",342
"Ukraine","Family",25
"Ukraine","Fantasy",31
"Ukraine","Game-Show",3
"Ukraine","History",3
"Ukraine","Horror",28
"Ukraine","Music",8
"Ukraine","Mystery",45
"Ukraine","Reality-TV",3
"Ukraine","Romance",73
"Ukraine","Sci-Fi",25
"Ukraine","Short",5
"Ukraine","Sport",9
"Ukraine","Thriller",62
"Ukraine","War",2
"United Arab Emirates","Action",200
"United Arab Emirates","Adult",2
"United Arab Emirates","Adventure",111
"United Arab Emirates","Animation",40
"United Arab Emirates","Biography",23
"United Arab Emirates","Comedy",165
"United Arab Emirates","Crime",139
"United Arab Emirates","Documentary",29
"United Arab Emirates","Drama",356
"United Arab Emirates","Family",14
"United Arab Emirates","Fantasy",44
"United Arab Emirates","Game-Show",13
"United Arab Emirates","History",4
"United Arab Emirates","Horror",25
"United Arab Emirates","Music",2
"United Arab Emirates","Mystery",50
"United Arab Emirates","Reality-TV",20
"United Arab Emirates","Romance",112
"United Arab Emirates","Sci-Fi",22
"United Arab Emirates","Short",4
"United Arab Emirates","Sport",8
"United Arab Emirates","Thriller",62
"United Arab Emirates","War",3
"United Kingdom","Action",173
"United Kingdom","Adult",3
"United Kingdom","Adventure",136
"United Kingdom","Animation",62
"United Kingdom","Biography",19
"United Kingdom","Comedy",210
"United Kingdom","Crime",109
"United Kingdom","Documentary",36
"United Kingdom","Drama",281
"United Kingdom","Family",27
"United Kingdom","Fantasy",44
"United Kingdom","Game-Show",11
"United Kingdom","History",3
"United Kingdom","Horror",31
"United Kingdom","Music",5
"United Kingdom","Musical",2
"United Kingdom","Mystery",38
"United Kingdom","Reality-TV",24
"United Kingdom","Romance",81
"United Kingdom","Sci-Fi",33
"United Kingdom","Short",7
"United Kingdom","Sport",11
"United Kingdom","Thriller",49
"United Kingdom","War",7
"United Kingdom","Western",1
"United States","Action",143
"United States","Adult",4
"United States","Adventure",102
"United States","Animation",52
"United States","Biography",9
"United States","Comedy",164
"United States","Crime",112
"United States","Documentary",26
"United States","Drama",296
"United States","Family",34
"United States","Fantasy",28
"United States","Game-Show",12
"United States","History",1
"United States","Horror",30
"United States","Music",11
"United States","Mystery",54
"United States","Reality-TV",27
"United States","Romance",72
"United States","Sci-Fi",30
"United States","Short",4
"United States","Sport",22
"United States","Thriller",59
"United States","War",3
"United States","Western",3
"Uruguay","Action",136
"Uruguay","Adult",2
"Uruguay","Adventure",103
"Uruguay","Animation",50
"Uruguay","Biography",16
"Uruguay","Comedy",167
"Uruguay","Crime",151
"Uruguay","Documentary",22
"Uruguay","Drama",376
"Uruguay","Family",14
"Uruguay","Fantasy",27
"Uruguay","Game-Show",1
"Uruguay","History",5
"Uruguay","Horror",29
"Uruguay","Music",38
"Uruguay","Musical",1
"Uruguay","Mystery",63
"Uruguay","Reality-TV",3
"Uruguay","Romance",89
"Uruguay","Sci-Fi",11
"Uruguay","Short",3
"Uruguay","Sport",8
"Uruguay","Thriller",83
"Uruguay","War",3
"Uruguay","Western",1
"Venezuela","Action",135
"Venezuela","Adult",2
"Venezuela","Adventure",78
"Venezuela","Animation",40
"Venezuela","Biography",9
"Venezuela","Comedy",181
"Venezuela","Crime",125
"Venezuela","Documentary",24
"Venezuela","Drama",334
"Venezuela","Family",16
"Venezuela","Fantasy",20
"Venezuela","Horror",21
"Venezuela","Music",31
"Venezuela","Musical",1
"Venezuela","Mystery",45
"Venezuela","Reality-TV",3
"Venezuela","Romance",117
"Venezuela","Sci-Fi",10
"Venezuela","Short",2
"Venezuela","Sport",8
"Venezuela","Thriller",79
"Venezuela","War",3
"Vietnam","Action",257
"Vietnam","Adult",2
"Vietnam","Adventure",131
"Vietnam","Animation",24
"Vietnam","Biography",8
"Vietnam","Comedy",245
"Vietnam","Crime",121
"Vietnam","Documentary",6
"Vietnam","Drama",331
"Vietnam","Family",30
"Vietnam","Fantasy",51
"Vietnam","Game-Show",1
"Vietnam","History",12
"Vietnam","Horror",25
"Vietnam","Music",4
"Vietnam","Mystery",56
"Vietnam","Reality-TV",1
"Vietnam","Romance",121
"Vietnam","Sci-Fi",48
"Vietnam","Thriller",74
"Vietnam","War",4
"Vietnam","Western",2
